,monthCate_weight,DOWCate_weight,hourCateAmount_weight,FP,UFP,discomfort_index
0,0.12357699839624212,0.1173914018910788,0.29979580888232205,43.24,29.2,32.72125
1,0.12357699839624212,0.1173914018910788,0.29979580888232205,43.24,29.2,32.72125
2,0.12357699839624212,0.1173914018910788,0.29979580888232205,43.24,29.2,32.72125
3,0.12357699839624212,0.1173914018910788,0.29979580888232205,43.24,29.2,32.72125
4,0.12357699839624212,0.1173914018910788,0.29979580888232205,43.24,29.2,32.72125
5,0.12357699839624212,0.1173914018910788,0.29979580888232205,43.24,29.2,32.72125
6,0.15396170115723382,0.13773059478271144,0.1563463324730671,41.68,28.6,32.72125
7,0.15396170115723382,0.13773059478271144,0.1563463324730671,41.68,28.6,32.72125
8,0.15396170115723382,0.13773059478271144,0.1563463324730671,41.68,28.6,32.72125
9,0.12357699839624212,0.1173914018910788,0.2905813137354699,38.44,25.36,32.72125
10,0.12357699839624212,0.1173914018910788,0.2905813137354699,38.44,25.36,32.72125
11,0.12357699839624212,0.1173914018910788,0.2905813137354699,38.44,25.36,32.72125
12,0.12357699839624212,0.1173914018910788,0.28984744581254324,44.36,28.88,32.72125
13,0.12357699839624212,0.1173914018910788,0.28984744581254324,44.36,28.88,32.72125
14,0.12357699839624212,0.1173914018910788,0.28984744581254324,44.36,28.88,32.72125
15,0.12357699839624212,0.1173914018910788,0.19102710907274506,42.6,29.28,32.72125
16,0.12357699839624212,0.1173914018910788,0.19102710907274506,42.6,29.28,32.72125
17,0.12357699839624212,0.1173914018910788,0.19102710907274506,42.6,29.28,32.72125
18,0.15396170115723382,0.13773059478271144,0.1556603418513167,40.48,28.32,32.72125
19,0.15396170115723382,0.13773059478271144,0.1556603418513167,40.48,28.32,32.72125
20,0.18321221039905622,0.16077205321639396,0.27898982614496304,38.6,26.72,32.72125
21,0.18321221039905622,0.16077205321639396,0.27898982614496304,38.6,26.72,32.72125
22,0.18321221039905622,0.16077205321639396,0.27898982614496304,38.6,26.72,32.72125
23,0.15396170115723382,0.13773059478271144,0.13720583978931858,38.96,27.28,32.72125
24,0.15396170115723382,0.13773059478271144,0.13720583978931858,38.96,27.28,32.72125
25,0.12357699839624212,0.1173914018910788,0.14493969738398851,41.24,28.24,32.72125
26,0.12357699839624212,0.1173914018910788,0.14493969738398851,41.24,28.24,32.72125
27,0.12357699839624212,0.1173914018910788,0.14493969738398851,41.24,28.24,32.72125
28,0.12357699839624212,0.1173914018910788,0.14493969738398851,41.24,28.24,32.72125
29,0.29828031727614146,0.2216360722948996,0.23672452359215274,41.0,26.8,32.72125
30,0.29828031727614146,0.2216360722948996,0.23672452359215274,41.0,26.8,32.72125
31,0.29828031727614146,0.2216360722948996,0.23672452359215274,41.0,26.8,32.72125
32,0.29828031727614146,0.2216360722948996,0.6586486112636065,36.0,23.8,32.72125
33,0.29828031727614146,0.2216360722948996,0.6586486112636065,36.0,23.8,32.72125
34,0.29828031727614146,0.2216360722948996,0.6586486112636065,36.0,23.8,32.72125
35,0.050205725083186124,0.05700001529061513,0.026506217736205734,34.76,23.12,32.72125
36,0.050205725083186124,0.05700001529061513,0.026506217736205734,34.76,23.12,32.72125
37,0.050205725083186124,0.05700001529061513,0.026506217736205734,34.76,23.12,32.72125
38,0.29828031727614146,0.2216360722948996,0.7480203527226759,33.96,22.32,32.72125
39,0.29828031727614146,0.2216360722948996,0.7480203527226759,33.96,22.32,32.72125
40,0.29828031727614146,0.2216360722948996,0.7480203527226759,33.96,22.32,32.72125
41,0.15396170115723382,0.13773059478271144,0.2366116126708589,31.92,20.2,32.72125
42,0.15396170115723382,0.13773059478271144,0.2366116126708589,31.92,20.2,32.72125
43,0.15396170115723382,0.13773059478271144,0.2366116126708589,31.92,20.2,32.72125
44,0.10811472266936471,0.09750703292060725,0.20840421670388465,31.4,19.24,32.72125
45,0.10811472266936471,0.09750703292060725,0.20840421670388465,31.4,19.24,32.72125
46,0.10811472266936471,0.09750703292060725,0.20840421670388465,31.4,19.24,32.72125
47,0.10811472266936471,0.09750703292060725,0.20840421670388465,31.4,19.24,32.72125
48,0.10811472266936471,0.09750703292060725,0.20840421670388465,31.4,19.24,32.72125
49,0.10811472266936471,0.09750703292060725,0.20840421670388465,31.4,19.24,32.72125
50,0.12357699839624212,0.1173914018910788,0.04820342194349215,29.64,17.36,32.72125
51,0.12357699839624212,0.1173914018910788,0.04820342194349215,29.64,17.36,32.72125
52,0.12357699839624212,0.1173914018910788,0.04820342194349215,29.64,17.36,32.72125
53,0.12357699839624212,0.1173914018910788,0.04394753131444016,26.56,14.48,32.72125
54,0.12357699839624212,0.1173914018910788,0.04394753131444016,26.56,14.48,32.72125
55,0.15396170115723382,0.13773059478271144,0.18471575228244816,25.68,15.16,32.72125
56,0.15396170115723382,0.13773059478271144,0.18471575228244816,25.68,15.16,32.72125
57,0.15396170115723382,0.13773059478271144,0.18471575228244816,25.68,15.16,32.72125
58,0.12357699839624212,0.1173914018910788,0.2420296792955285,24.12,15.2,32.72125
59,0.12357699839624212,0.1173914018910788,0.2420296792955285,24.12,15.2,32.72125
60,0.12357699839624212,0.1173914018910788,0.2420296792955285,24.12,15.2,32.72125
61,0.12357699839624212,0.1173914018910788,0.2420296792955285,24.12,15.2,32.72125
62,0.12357699839624212,0.1173914018910788,0.2420296792955285,24.12,15.2,32.72125
63,0.12357699839624212,0.1173914018910788,0.2420296792955285,24.12,15.2,32.72125
64,0.15396170115723382,0.13773059478271144,0.26137837276049597,25.72,16.36,32.72125
65,0.15396170115723382,0.13773059478271144,0.26137837276049597,25.72,16.36,32.72125
66,0.15396170115723382,0.13773059478271144,0.26137837276049597,25.72,16.36,32.72125
67,0.037198447888529725,0.05920301498540177,0.1366707727884286,26.24,17.52,34.134372
68,0.037198447888529725,0.05920301498540177,0.1366707727884286,26.24,17.52,34.134372
69,0.037198447888529725,0.05920301498540177,0.1366707727884286,26.24,17.52,34.134372
70,0.01754694165795278,0.025091535912965687,0.14826599375291505,29.52,20.6,34.134372
71,0.01754694165795278,0.025091535912965687,0.14826599375291505,29.52,20.6,34.134372
72,0.01754694165795278,0.025091535912965687,0.14826599375291505,29.52,20.6,34.134372
73,0.15396170115723382,0.11950148800612369,0.15740737892602036,31.6,21.52,34.134372
74,0.15396170115723382,0.11950148800612369,0.15740737892602036,31.6,21.52,34.134372
75,0.15396170115723382,0.11950148800612369,0.15740737892602036,31.6,21.52,34.134372
76,0.12357699839624212,0.10537907718777878,0.28984744581254324,34.64,24.68,34.134372
77,0.12357699839624212,0.10537907718777878,0.28984744581254324,34.64,24.68,34.134372
78,0.12357699839624212,0.10537907718777878,0.28984744581254324,34.64,24.68,34.134372
79,0.18321221039905622,0.1807177102209141,0.21110006804016,38.4,24.92,34.134372
80,0.18321221039905622,0.1807177102209141,0.21110006804016,38.4,24.92,34.134372
81,0.18321221039905622,0.1807177102209141,0.21110006804016,38.4,24.92,34.134372
82,0.18321221039905622,0.1807177102209141,0.21110006804016,38.4,24.92,34.134372
83,0.18321221039905622,0.1807177102209141,0.21110006804016,38.4,24.92,34.134372
84,0.18321221039905622,0.1807177102209141,0.21110006804016,38.4,24.92,34.134372
85,0.18321221039905622,0.1807177102209141,0.21110006804016,38.4,24.92,34.134372
86,0.18321221039905622,0.1807177102209141,0.21110006804016,38.4,24.92,34.134372
87,0.18321221039905622,0.1807177102209141,0.21110006804016,38.4,24.92,34.134372
88,0.18321221039905622,0.1807177102209141,0.21110006804016,38.4,24.92,34.134372
89,0.18321221039905622,0.1807177102209141,0.21110006804016,38.4,24.92,34.134372
90,0.18321221039905622,0.1807177102209141,0.21110006804016,38.4,24.92,34.134372
91,0.12357699839624212,0.10537907718777878,0.13368566037475604,40.84,25.72,34.134372
