,등락률(%)
6547,2.12
6548,2.12
6549,2.12
6550,2.12
6551,2.12
6552,2.12
6553,2.12
6554,2.12
6555,2.12
6556,2.12
6557,2.12
6558,2.12
6559,2.12
6560,2.12
6561,2.12
6562,2.12
6563,2.12
6564,2.12
6565,2.12
6566,2.12
6567,2.12
6568,2.12
6569,2.12
6570,2.12
6571,2.12
6572,2.12
6573,2.12
6574,2.12
6575,2.12
6576,2.12
6577,2.12
6578,2.12
6579,2.12
6580,2.12
6581,2.12
6582,2.12
6583,2.12
6584,2.12
6585,2.12
6586,2.12
6587,2.12
6588,2.12
6589,2.12
6590,2.12
6591,2.12
6592,2.12
6593,2.12
6594,2.12
6595,2.12
6596,2.12
6597,2.12
6598,2.12
6599,2.12
6600,2.12
6601,2.12
6602,2.12
6603,2.12
6604,2.12
6605,2.12
6606,2.12
6607,2.12
6608,2.12
6609,2.12
6610,2.12
6611,2.12
6612,2.12
6613,2.12
6614,2.12
6615,2.12
6616,2.12
6617,2.12
6618,2.12
6619,2.12
6620,2.12
6621,2.12
6622,2.12
6623,2.12
6624,2.12
6625,2.12
6626,2.12
6627,2.12
6628,2.12
6629,2.12
6630,2.12
6631,2.12
6632,2.12
6633,2.12
6634,2.12
6635,2.12
6636,2.12
6637,2.12
6638,2.12
6639,2.12
6640,0.02
6641,0.02
6642,0.02
6643,0.02
6644,0.02
6645,0.02
6646,0.02
6647,0.02
6648,0.02
6649,0.02
6650,0.02
6651,0.02
6652,0.02
6653,0.02
6654,0.02
6655,0.02
6656,0.02
6657,0.02
6658,0.02
6659,0.02
6660,0.02
6661,0.02
6662,0.02
6663,0.02
6664,0.02
6665,0.02
6666,0.02
6667,0.02
6668,0.02
6669,0.02
6670,0.02
6671,0.02
6672,0.02
6673,0.02
6674,0.02
6675,0.02
6676,0.02
6677,0.02
6678,0.02
6679,0.02
6680,0.02
6681,0.02
6682,0.02
6683,0.02
6684,0.02
6685,0.02
6686,0.02
6687,0.02
6688,0.02
6689,0.02
6690,0.02
6691,0.02
6692,0.02
6693,0.02
6694,0.02
6695,0.02
6696,0.02
6697,0.02
6698,0.02
6699,0.02
6700,0.02
6701,0.02
6702,0.02
6703,0.02
6704,0.02
6705,0.02
6706,0.02
6707,0.02
6708,0.02
6709,0.02
6710,0.02
6711,0.02
6712,0.02
6713,0.02
6714,0.02
6715,0.02
6716,0.02
6717,0.02
6718,0.02
6719,0.02
6720,0.02
6721,0.02
6722,0.02
6723,0.02
6724,0.02
6725,0.02
6726,0.02
6727,0.02
6728,0.02
6729,0.02
6730,0.02
6731,0.02
6732,0.02
6733,0.02
6734,0.02
6735,0.02
6736,0.02
6737,0.02
6738,0.02
6739,0.02
6740,0.02
6741,0.02
6742,0.02
6743,0.02
6744,0.02
6745,0.02
6746,0.02
6747,0.02
6748,0.02
6749,0.02
6750,0.02
6751,0.02
6752,0.02
6753,0.02
6754,0.02
6755,0.02
6756,0.02
6757,0.02
6758,0.02
6759,0.02
6760,0.07
6761,0.07
6762,0.07
6763,0.07
6764,0.07
6765,0.07
6766,0.07
6767,0.07
6768,0.07
6769,0.07
6770,0.07
6771,0.07
6772,0.07
6773,0.07
6774,0.07
6775,0.07
6776,0.07
6777,0.07
6778,0.07
6779,0.07
6780,0.07
6781,0.07
6782,0.07
6783,0.07
6784,0.07
6785,0.07
6786,0.07
6787,0.07
6788,0.07
6789,0.07
6790,0.07
6791,0.07
6792,0.07
6793,0.07
6794,0.07
6795,0.07
6796,0.07
6797,0.07
6798,0.07
6799,0.07
6800,0.07
6801,0.07
6802,0.07
6803,0.07
6804,0.07
6805,0.07
6806,0.07
6807,0.07
6808,0.07
6809,0.07
6810,0.07
6811,0.07
6812,0.07
6813,0.07
6814,0.07
6815,0.07
6816,0.07
6817,0.07
6818,0.07
6819,0.07
6820,0.07
6821,0.07
6822,0.07
6823,0.07
6824,0.07
6825,0.07
6826,0.07
6827,0.07
6828,0.07
6829,0.07
6830,0.07
6831,0.07
6832,0.07
6833,0.07
6834,0.07
6835,0.07
6836,0.07
6837,0.07
6838,0.07
6839,0.07
6840,0.07
6841,0.07
6842,0.07
6843,0.07
6844,0.07
6845,0.07
6846,0.07
6847,0.07
6848,0.07
6849,0.07
6850,0.07
6851,0.07
6852,0.07
6853,0.07
6854,-0.93
6855,-0.93
6856,-0.93
6857,-0.93
6858,-0.93
6859,-0.93
6860,-0.93
6861,-0.93
6862,-0.93
6863,-0.93
6864,-0.93
6865,-0.93
6866,-0.93
6867,-0.93
6868,-0.93
6869,-0.93
6870,-0.93
6871,-0.93
6872,-0.93
6873,-0.93
6874,-0.93
6875,-0.93
6876,-0.93
6877,-0.93
6878,-0.93
6879,-0.93
6880,-0.93
6881,-0.93
6882,-0.93
6883,-0.93
6884,-0.93
6885,-0.93
6886,-0.93
6887,-0.93
6888,-0.93
6889,-0.93
6890,-0.93
6891,-0.93
6892,-0.93
6893,-0.93
6894,-0.93
6895,-0.93
6896,-0.93
6897,-0.93
6898,-0.93
6899,-0.93
6900,-0.93
6901,-0.93
6902,-0.93
6903,-0.93
6904,-0.93
6905,-0.93
6906,-0.93
6907,-0.93
6908,-0.93
6909,-0.93
6910,-0.93
6911,-0.93
6912,-0.93
6913,-0.93
6914,-0.93
6915,-0.93
6916,-0.93
6917,-0.93
6918,-0.93
6919,-0.93
6920,-0.93
6921,-0.93
6922,-0.93
6923,-0.93
6924,-0.93
6925,-0.93
6926,-0.93
6927,-0.93
6928,-0.93
6929,-0.93
6930,-0.93
6931,-0.93
6932,-0.93
6933,-0.93
6934,-0.93
6935,-0.93
6936,-0.93
6937,-0.93
6938,-0.93
6939,-0.93
6940,-0.93
6941,-0.93
6942,-0.93
6943,-0.93
6944,-0.93
6945,-0.93
6946,-0.93
6947,-0.93
6948,-0.93
6949,-0.93
6950,-0.93
6951,-0.93
6952,-0.93
6953,-0.93
6954,-0.93
6955,-0.93
6956,-0.93
6957,-0.93
6958,-0.93
6959,-0.93
6960,-0.93
6961,-0.93
6962,-0.93
6963,-0.93
6964,-0.93
6965,-0.93
6966,-0.93
6967,-0.93
6968,-0.93
6969,-0.93
6970,-0.93
6971,-0.93
6972,-0.93
6973,-0.93
6974,-0.93
6975,-0.93
6976,-0.93
6977,-0.93
6978,-0.93
6979,-0.93
6980,-0.93
6981,-0.93
6982,-0.93
6983,-0.93
6984,-0.93
6985,-0.93
6986,-0.93
6987,-0.93
6988,-0.93
6989,-0.93
6990,-0.93
6991,-0.93
6992,-0.93
6993,-0.93
6994,-0.93
6995,-0.93
6996,-0.93
6997,-0.93
6998,-0.93
6999,-0.93
7000,-0.93
7001,-0.93
7002,-0.93
7003,-0.93
7004,-0.93
7005,-0.93
7006,-0.93
7007,-0.93
7008,-0.93
7009,-0.93
7010,-0.93
7011,-0.93
7012,-0.93
7013,-0.93
7014,-0.93
7015,-0.93
7016,-0.93
7017,-0.93
7018,-0.93
7019,-0.93
7020,-0.93
7021,-0.93
7022,-0.93
7023,-0.93
7024,-0.93
7025,-0.93
7026,-0.93
7027,-0.93
7028,-0.93
7029,-0.93
7030,-0.93
7031,-0.93
7032,-0.93
7033,-0.93
7034,-0.93
7035,-0.93
7036,-0.93
7037,-0.93
7038,-0.93
7039,-0.93
7040,-0.93
7041,-0.93
7042,-0.93
7043,-0.93
7044,-0.93
7045,-0.93
7046,-0.93
7047,-0.93
7048,-0.93
7049,-0.93
7050,-0.93
7051,-0.93
7052,-0.93
7053,-0.93
7054,-0.93
7055,-0.93
7056,-0.93
7057,-0.93
7058,-0.93
7059,-0.93
7060,-0.93
7061,-0.93
7062,-0.93
7063,-0.93
7064,-0.93
7065,-0.93
7066,-0.93
7067,-0.93
7068,-0.93
7069,-0.93
7070,-0.93
7071,-0.93
7072,-0.93
7073,-0.93
7074,-0.93
7075,-0.93
7076,-0.93
7077,-0.93
7078,-0.93
7079,-0.93
7080,-0.93
7081,-0.93
7082,-0.93
7083,-0.93
7084,-0.93
7085,-0.93
7086,-0.93
7087,-0.93
7088,-0.93
7089,-0.93
7090,-0.93
7091,-0.93
7092,-0.93
7093,-0.93
7094,-0.93
7095,-0.93
7096,-0.93
7097,-0.93
7098,-0.93
7099,-0.93
7100,-0.93
7101,-0.93
7102,-0.93
7103,-0.93
7104,-0.93
7105,-0.93
7106,-0.93
7107,-0.93
7108,-0.93
7109,-0.93
7110,-0.93
7111,-0.93
7112,-0.93
7113,-0.93
7114,-0.93
7115,-0.93
7116,-0.93
7117,-0.93
7118,-0.93
7119,-0.93
7120,-0.93
7121,-0.93
7122,-0.93
7123,-0.93
7124,-0.93
7125,-0.93
7126,-0.93
7127,-0.93
7128,-0.93
7129,-0.93
7130,0.64
7131,0.64
7132,0.64
7133,0.64
7134,0.64
7135,0.64
7136,0.64
7137,0.64
7138,0.64
7139,0.64
7140,0.64
7141,0.64
7142,0.64
7143,0.64
7144,0.64
7145,0.64
7146,0.64
7147,0.64
7148,0.64
7149,0.64
7150,0.64
7151,0.64
7152,0.64
7153,0.64
7154,0.64
7155,0.64
7156,0.64
7157,0.64
7158,0.64
7159,0.64
7160,0.64
7161,0.64
7162,0.64
7163,0.64
7164,0.64
7165,0.64
7166,0.64
7167,0.64
7168,0.64
7169,0.64
7170,0.64
7171,0.64
7172,0.64
7173,0.64
7174,0.64
7175,0.64
7176,0.64
7177,0.64
7178,0.64
7179,0.64
7180,0.64
7181,0.64
7182,0.64
7183,0.64
7184,0.64
7185,0.64
7186,0.64
7187,0.64
7188,0.64
7189,0.64
7190,0.64
7191,0.64
7192,0.64
7193,0.64
7194,0.64
7195,0.64
7196,0.64
7197,0.64
7198,0.64
7199,0.64
7200,0.64
7201,0.64
7202,0.64
7203,0.64
7204,0.64
7205,0.64
7206,0.64
7207,0.64
7208,0.64
7209,0.64
7210,0.64
7211,0.64
7212,0.64
7213,0.64
7214,0.64
7215,0.64
7216,0.64
7217,0.64
7218,0.64
7219,0.64
7220,-0.56
7221,-0.56
7222,-0.56
7223,-0.56
7224,-0.56
7225,-0.56
7226,-0.56
7227,-0.56
7228,-0.56
7229,-0.56
7230,-0.56
7231,-0.56
7232,-0.56
7233,-0.56
7234,-0.56
7235,-0.56
7236,-0.56
7237,-0.56
7238,-0.56
7239,-0.56
7240,-0.56
7241,-0.56
7242,-0.56
7243,-0.56
7244,-0.56
7245,-0.56
7246,-0.56
7247,-0.56
7248,-0.56
7249,-0.56
7250,-0.56
7251,-0.56
7252,-0.56
7253,-0.56
7254,-0.56
7255,-0.56
7256,-0.56
7257,-0.56
7258,-0.56
7259,-0.56
7260,-0.56
7261,-0.56
7262,-0.56
7263,-0.56
7264,-0.56
7265,-0.56
7266,-0.56
7267,-0.56
7268,-0.56
7269,-0.56
7270,-0.56
7271,-0.56
7272,-0.56
7273,-0.56
7274,-0.56
7275,-0.56
7276,-0.56
7277,-0.56
7278,-0.56
7279,-0.56
7280,-0.56
7281,-0.56
7282,-0.56
7283,-0.56
7284,-0.56
7285,-0.56
7286,-0.56
7287,-0.56
7288,-0.56
7289,-0.56
7290,-0.56
7291,-0.56
7292,-0.56
7293,-0.56
7294,-0.56
7295,-0.56
7296,-0.56
7297,-0.56
7298,-0.56
7299,-0.56
7300,-0.56
7301,-0.56
7302,-0.56
7303,-0.56
7304,-0.56
7305,-0.56
7306,-0.56
7307,-0.56
7308,-0.56
7309,-0.56
7310,-0.56
7311,-0.56
7312,-0.56
7313,-0.56
7314,-0.56
7315,-0.56
7316,-0.56
7317,-0.56
7318,-0.56
7319,-0.56
7320,-0.56
7321,-0.56
7322,-0.56
7323,-0.56
7324,-0.56
7325,-0.56
7326,-0.56
7327,-0.56
7328,-0.56
7329,0.11
7330,0.11
7331,0.11
7332,0.11
7333,0.11
7334,0.11
7335,0.11
7336,0.11
7337,0.11
7338,0.11
7339,0.11
7340,0.11
7341,0.11
7342,0.11
7343,0.11
7344,0.11
7345,0.11
7346,0.11
7347,0.11
7348,0.11
7349,0.11
7350,0.11
7351,0.11
7352,0.11
7353,0.11
7354,0.11
7355,0.11
7356,0.11
7357,0.11
7358,0.11
7359,0.11
7360,0.11
7361,0.11
7362,0.11
7363,0.11
7364,0.11
7365,0.11
7366,0.11
7367,0.11
7368,0.11
7369,0.11
7370,0.11
7371,0.11
7372,0.11
7373,0.11
7374,0.11
7375,0.11
7376,0.11
7377,0.11
7378,0.11
7379,0.11
7380,0.11
7381,0.11
7382,0.11
7383,0.11
7384,0.11
7385,0.11
7386,0.11
7387,0.11
7388,0.11
7389,0.11
7390,0.11
7391,0.11
7392,0.11
7393,0.11
7394,0.11
7395,0.11
7396,0.11
7397,0.11
7398,0.11
7399,0.11
7400,0.11
7401,0.11
7402,0.11
7403,0.11
7404,0.11
7405,0.11
7406,0.11
7407,0.11
7408,0.11
7409,0.11
7410,0.11
7411,0.11
7412,0.11
7413,0.11
7414,0.11
7415,0.11
7416,0.11
7417,0.11
7418,0.11
7419,-0.83
7420,-0.83
7421,-0.83
7422,-0.83
7423,-0.83
7424,-0.83
7425,-0.83
7426,-0.83
7427,-0.83
7428,-0.83
7429,-0.83
7430,-0.83
7431,-0.83
7432,-0.83
7433,-0.83
7434,-0.83
7435,-0.83
7436,-0.83
7437,-0.83
7438,-0.83
7439,-0.83
7440,-0.83
7441,-0.83
7442,-0.83
7443,-0.83
7444,-0.83
7445,-0.83
7446,-0.83
7447,-0.83
7448,-0.83
7449,-0.83
7450,-0.83
7451,-0.83
7452,-0.83
7453,-0.83
7454,-0.83
7455,-0.83
7456,-0.83
7457,-0.83
7458,-0.83
7459,-0.83
7460,-0.83
7461,-0.83
7462,-0.83
7463,-0.83
7464,-0.83
7465,-0.83
7466,-0.83
7467,-0.83
7468,-0.83
7469,-0.83
7470,-0.83
7471,-0.83
7472,-0.83
7473,-0.83
7474,-0.83
7475,-0.83
7476,-0.83
7477,-0.83
7478,-0.83
7479,-0.83
7480,-0.83
7481,-0.83
7482,-0.83
7483,-0.83
7484,-0.83
7485,-0.83
7486,-0.83
7487,-0.83
7488,-0.83
7489,-0.83
7490,-0.83
7491,-0.83
7492,-0.83
7493,-0.83
7494,-0.83
7495,-0.83
7496,-0.83
7497,-0.83
7498,-0.83
7499,-0.83
7500,-0.83
7501,-0.83
7502,-0.83
7503,-0.83
7504,-0.83
7505,-0.83
7506,-0.83
7507,-0.83
7508,-0.83
7509,-0.83
7510,-0.83
7511,-0.83
7512,-0.83
7513,-0.83
7514,-0.83
7515,-0.83
7516,-0.83
7517,-0.83
7518,-0.83
7519,0.06
7520,0.06
7521,0.06
7522,0.06
7523,0.06
7524,0.06
7525,0.06
7526,0.06
7527,0.06
7528,0.06
7529,0.06
7530,0.06
7531,0.06
7532,0.06
7533,0.06
7534,0.06
7535,0.06
7536,0.06
7537,0.06
7538,0.06
7539,0.06
7540,0.06
7541,0.06
7542,0.06
7543,0.06
7544,0.06
7545,0.06
7546,0.06
7547,0.06
7548,0.06
7549,0.06
7550,0.06
7551,0.06
7552,0.06
7553,0.06
7554,0.06
7555,0.06
7556,0.06
7557,0.06
7558,0.06
7559,0.06
7560,0.06
7561,0.06
7562,0.06
7563,0.06
7564,0.06
7565,0.06
7566,0.06
7567,0.06
7568,0.06
7569,0.06
7570,0.06
7571,0.06
7572,0.06
7573,0.06
7574,0.06
7575,0.06
7576,0.06
7577,0.06
7578,0.06
7579,0.06
7580,0.06
7581,0.06
7582,0.06
7583,0.06
7584,0.06
7585,0.06
7586,0.06
7587,0.06
7588,0.06
7589,0.06
7590,0.06
7591,0.06
7592,0.06
7593,0.06
7594,0.06
7595,0.06
7596,0.06
7597,0.06
7598,0.06
7599,0.06
7600,0.06
7601,0.06
7602,0.06
7603,0.06
7604,0.06
7605,0.06
7606,0.06
7607,0.06
7608,0.06
7609,0.06
7610,0.06
7611,0.06
7612,0.06
7613,0.06
7614,0.06
7615,0.06
7616,0.06
7617,0.06
7618,0.06
7619,0.06
7620,0.06
7621,0.06
7622,0.06
7623,0.06
7624,0.06
7625,0.06
7626,0.06
7627,0.06
7628,0.06
7629,0.06
7630,0.06
7631,0.06
7632,0.06
7633,0.06
7634,0.06
7635,0.06
7636,0.06
7637,0.06
7638,0.06
7639,0.06
7640,0.06
7641,0.06
7642,0.06
7643,0.06
7644,0.06
7645,0.06
7646,0.06
7647,0.06
7648,0.06
7649,0.06
7650,0.06
7651,0.06
7652,0.06
7653,0.06
7654,0.06
7655,0.06
7656,0.06
7657,0.06
7658,0.06
7659,0.06
7660,0.06
7661,0.06
7662,0.06
7663,0.06
7664,0.06
7665,0.06
7666,0.06
7667,0.06
7668,0.06
7669,0.06
7670,0.06
7671,0.06
7672,0.06
7673,0.06
7674,0.06
7675,0.06
7676,0.06
7677,0.06
7678,0.06
7679,0.06
7680,0.06
7681,0.06
7682,0.06
7683,0.06
7684,0.06
7685,0.06
7686,0.06
7687,0.06
7688,0.06
7689,0.06
7690,0.06
7691,0.06
7692,0.06
7693,0.06
7694,0.06
7695,0.06
7696,0.06
7697,0.06
7698,0.06
7699,0.06
7700,0.06
7701,0.06
7702,0.06
7703,0.06
7704,0.06
7705,0.06
7706,0.06
7707,0.06
7708,0.06
7709,0.06
7710,0.06
7711,0.06
7712,0.06
7713,0.06
7714,0.06
7715,0.06
7716,0.06
7717,0.06
7718,0.06
7719,0.06
7720,0.06
7721,0.06
7722,0.06
7723,0.06
7724,0.06
7725,0.06
7726,0.06
7727,0.06
7728,0.06
7729,0.06
7730,0.06
7731,0.06
7732,0.06
7733,0.06
7734,0.06
7735,0.06
7736,0.06
7737,0.06
7738,0.06
7739,0.06
7740,0.06
7741,0.06
7742,0.06
7743,0.06
7744,0.06
7745,0.06
7746,0.06
7747,0.06
7748,0.06
7749,0.06
7750,0.06
7751,0.06
7752,0.06
7753,0.06
7754,0.06
7755,0.06
7756,0.06
7757,0.06
7758,0.06
7759,0.06
7760,0.06
7761,0.06
7762,0.06
7763,0.06
7764,0.06
7765,0.06
7766,0.06
7767,0.06
7768,0.06
7769,0.06
7770,0.06
7771,0.06
7772,0.06
7773,0.06
7774,0.06
7775,0.06
7776,0.06
7777,0.06
7778,0.06
7779,0.06
7780,0.06
7781,0.06
7782,0.06
7783,0.06
7784,0.06
7785,0.06
7786,0.06
7787,0.06
7788,0.06
7789,0.06
7790,0.06
7791,0.06
7792,0.06
7793,0.06
7794,0.06
7795,0.06
7796,0.06
7797,0.06
7798,0.06
7799,0.06
7800,0.06
7801,0.06
7802,0.06
7803,0.06
7804,0.06
7805,0.06
7806,0.06
7807,0.06
7808,-2.25
7809,-2.25
7810,-2.25
7811,-2.25
7812,-2.25
7813,-2.25
7814,-2.25
7815,-2.25
7816,-2.25
7817,-2.25
7818,-2.25
7819,-2.25
7820,-2.25
7821,-2.25
7822,-2.25
7823,-2.25
7824,-2.25
7825,-2.25
7826,-2.25
7827,-2.25
7828,-2.25
7829,-2.25
7830,-2.25
7831,-2.25
7832,-2.25
7833,-2.25
7834,-2.25
7835,-2.25
7836,-2.25
7837,-2.25
7838,-2.25
7839,-2.25
7840,-2.25
7841,-2.25
7842,-2.25
7843,-2.25
7844,-2.25
7845,-2.25
7846,-2.25
7847,-2.25
7848,-2.25
7849,-2.25
7850,-2.25
7851,-2.25
7852,-2.25
7853,-2.25
7854,-2.25
7855,-2.25
7856,-2.25
7857,-2.25
7858,-2.25
7859,-2.25
7860,-2.25
7861,-2.25
7862,-2.25
7863,-2.25
7864,-2.25
7865,-2.25
7866,-2.25
7867,-2.25
7868,-2.25
7869,-2.25
7870,-2.25
7871,-2.25
7872,-2.25
7873,-2.25
7874,-2.25
7875,-2.25
7876,-2.25
7877,-2.25
7878,-2.25
7879,-2.25
7880,-2.25
7881,-2.25
7882,-2.25
7883,-2.25
7884,-2.25
7885,-2.25
7886,-2.25
7887,-2.25
7888,-2.25
7889,-2.25
7890,-2.25
7891,-2.25
7892,-2.25
7893,-2.25
7894,-2.25
7895,-2.25
7896,-2.25
7897,-2.25
7898,-2.25
7899,-2.25
7900,-2.25
7901,-2.25
7902,-2.25
7903,-2.25
7904,-2.25
7905,-2.25
7906,-2.25
7907,-2.25
7908,-2.25
7909,1.32
7910,1.32
7911,1.32
7912,1.32
7913,1.32
7914,1.32
7915,1.32
7916,1.32
7917,1.32
7918,1.32
7919,1.32
7920,1.32
7921,1.32
7922,1.32
7923,1.32
7924,1.32
7925,1.32
7926,1.32
7927,1.32
7928,1.32
7929,1.32
7930,1.32
7931,1.32
7932,1.32
7933,1.32
7934,1.32
7935,1.32
7936,1.32
7937,1.32
7938,1.32
7939,1.32
7940,1.32
7941,1.32
7942,1.32
7943,1.32
7944,1.32
7945,1.32
7946,1.32
7947,1.32
7948,1.32
7949,1.32
7950,1.32
7951,1.32
7952,1.32
7953,1.32
7954,1.32
7955,1.32
7956,1.32
7957,1.32
7958,1.32
7959,1.32
7960,1.32
7961,1.32
7962,1.32
7963,1.32
7964,1.32
7965,1.32
7966,1.32
7967,1.32
7968,1.32
7969,1.32
7970,1.32
7971,1.32
7972,1.32
7973,1.32
7974,1.32
7975,1.32
7976,1.32
7977,1.32
7978,1.32
7979,1.32
7980,1.32
7981,1.32
7982,1.32
7983,1.32
7984,1.32
7985,1.32
7986,1.32
7987,1.32
7988,1.32
7989,1.32
7990,1.32
7991,1.32
7992,1.32
7993,1.32
7994,1.32
7995,1.32
7996,-1.13
7997,-1.13
7998,-1.13
7999,-1.13
8000,-1.13
8001,-1.13
8002,-1.13
8003,-1.13
8004,-1.13
8005,-1.13
8006,-1.13
8007,-1.13
8008,-1.13
8009,-1.13
8010,-1.13
8011,-1.13
8012,-1.13
8013,-1.13
8014,-1.13
8015,-1.13
8016,-1.13
8017,-1.13
8018,-1.13
8019,-1.13
8020,-1.13
8021,-1.13
8022,-1.13
8023,-1.13
8024,-1.13
8025,-1.13
8026,-1.13
8027,-1.13
8028,-1.13
8029,-1.13
8030,-1.13
8031,-1.13
8032,-1.13
8033,-1.13
8034,-1.13
8035,-1.13
8036,-1.13
8037,-1.13
8038,-1.13
8039,-1.13
8040,-1.13
8041,-1.13
8042,-1.13
8043,-1.13
8044,-1.13
8045,-1.13
8046,-1.13
8047,-1.13
8048,-1.13
8049,-1.13
8050,-1.13
8051,-1.13
8052,-1.13
8053,-1.13
8054,-1.13
8055,-1.13
8056,-1.13
8057,-1.13
8058,-1.13
8059,-1.13
8060,-1.13
8061,-1.13
8062,-1.13
8063,-1.13
8064,-1.13
8065,-1.13
8066,-1.13
8067,-1.13
8068,-1.13
8069,-1.13
8070,-1.13
8071,-1.13
8072,-1.13
8073,-1.13
8074,-1.13
8075,-1.13
8076,-1.13
8077,-1.13
8078,-1.13
8079,-1.13
8080,-1.13
8081,-1.13
8082,-1.13
8083,-1.13
8084,-1.13
8085,-1.13
8086,-1.13
8087,-1.13
8088,-1.2
8089,-1.2
8090,-1.2
8091,-1.2
8092,-1.2
8093,-1.2
8094,-1.2
8095,-1.2
8096,-1.2
8097,-1.2
8098,-1.2
8099,-1.2
8100,-1.2
8101,-1.2
8102,-1.2
8103,-1.2
8104,-1.2
8105,-1.2
8106,-1.2
8107,-1.2
8108,-1.2
8109,-1.2
8110,-1.2
8111,-1.2
8112,-1.2
8113,-1.2
8114,-1.2
8115,-1.2
8116,-1.2
8117,-1.2
8118,-1.2
8119,-1.2
8120,-1.2
8121,-1.2
8122,-1.2
8123,-1.2
8124,-1.2
8125,-1.2
8126,-1.2
8127,-1.2
8128,-1.2
8129,-1.2
8130,-1.2
8131,-1.2
8132,-1.2
8133,-1.2
8134,-1.2
8135,-1.2
8136,-1.2
8137,-1.2
8138,-1.2
8139,-1.2
8140,-1.2
8141,-1.2
8142,-1.2
8143,-1.2
8144,-1.2
8145,-1.2
8146,-1.2
8147,-1.2
8148,-1.2
8149,-1.2
8150,-1.2
8151,-1.2
8152,-1.2
8153,-1.2
8154,-1.2
8155,-1.2
8156,-1.2
8157,-1.2
8158,-1.2
8159,-1.2
8160,-1.2
8161,-1.2
8162,-1.2
8163,-1.2
8164,-1.2
8165,-1.2
8166,-1.2
8167,-1.2
8168,-1.2
8169,-1.2
8170,-1.2
8171,-1.2
8172,-1.2
8173,-1.2
8174,-1.2
8175,-1.2
8176,-1.2
8177,-1.2
8178,-1.2
8179,-1.2
8180,-1.2
8181,-1.2
8182,-1.2
8183,-1.2
8184,1.33
8185,1.33
8186,1.33
8187,1.33
8188,1.33
8189,1.33
8190,1.33
8191,1.33
8192,1.33
8193,1.33
8194,1.33
8195,1.33
8196,1.33
8197,1.33
8198,1.33
8199,1.33
8200,1.33
8201,1.33
8202,1.33
8203,1.33
8204,1.33
8205,1.33
8206,1.33
8207,1.33
8208,1.33
8209,1.33
8210,1.33
8211,1.33
8212,1.33
8213,1.33
8214,1.33
8215,1.33
8216,1.33
8217,1.33
8218,1.33
8219,1.33
8220,1.33
8221,1.33
8222,1.33
8223,1.33
8224,1.33
8225,1.33
8226,1.33
8227,1.33
8228,1.33
8229,1.33
8230,1.33
8231,1.33
8232,1.33
8233,1.33
8234,1.33
8235,1.33
8236,1.33
8237,1.33
8238,1.33
8239,1.33
8240,1.33
8241,1.33
8242,1.33
8243,1.33
8244,1.33
8245,1.33
8246,1.33
8247,1.33
8248,1.33
8249,1.33
8250,1.33
8251,1.33
8252,1.33
8253,1.33
8254,1.33
8255,1.33
8256,1.33
8257,1.33
8258,1.33
8259,1.33
8260,1.33
8261,1.33
8262,1.33
8263,1.33
8264,1.33
8265,1.33
8266,1.33
8267,1.33
8268,1.33
8269,1.33
8270,1.33
8271,1.33
8272,1.33
8273,1.33
8274,1.33
8275,1.33
8276,1.33
8277,1.33
8278,1.33
8279,1.33
8280,1.33
8281,1.33
8282,1.33
8283,1.33
8284,1.33
8285,1.33
8286,1.33
8287,1.33
8288,1.33
8289,1.33
8290,1.33
8291,1.33
8292,1.33
8293,1.33
8294,1.33
8295,1.33
8296,1.33
8297,1.33
8298,1.33
8299,1.33
8300,1.33
8301,1.33
8302,1.33
8303,1.33
8304,1.33
8305,1.33
8306,1.33
8307,1.33
8308,1.33
8309,1.33
8310,1.33
8311,1.33
8312,1.33
8313,1.33
8314,1.33
8315,1.33
8316,1.33
8317,1.33
8318,1.33
8319,1.33
8320,1.33
8321,1.33
8322,1.33
8323,1.33
8324,1.33
8325,1.33
8326,1.33
8327,1.33
8328,1.33
8329,1.33
8330,1.33
8331,1.33
8332,1.33
8333,1.33
8334,1.33
8335,1.33
8336,1.33
8337,1.33
8338,1.33
8339,1.33
8340,1.33
8341,1.33
8342,1.33
8343,1.33
8344,1.33
8345,1.33
8346,1.33
8347,1.33
8348,1.33
8349,1.33
8350,1.33
8351,1.33
8352,1.33
8353,1.33
8354,1.33
8355,1.33
8356,1.33
8357,1.33
8358,1.33
8359,1.33
8360,1.33
8361,1.33
8362,1.33
8363,1.33
8364,1.33
8365,1.33
8366,1.33
8367,1.33
8368,1.33
8369,1.33
8370,1.33
8371,1.33
8372,1.33
8373,1.33
8374,1.33
8375,1.33
8376,1.33
8377,1.33
8378,1.33
8379,1.33
8380,1.33
8381,1.33
8382,1.33
8383,1.33
8384,1.33
8385,1.33
8386,1.33
8387,1.33
8388,1.33
8389,1.33
8390,1.33
8391,1.33
8392,1.33
8393,1.33
8394,1.33
8395,1.33
8396,1.33
8397,1.33
8398,1.33
8399,1.33
8400,1.33
8401,1.33
8402,1.33
8403,1.33
8404,1.33
8405,1.33
8406,1.33
8407,1.33
8408,1.33
8409,1.33
8410,1.33
8411,1.33
8412,1.33
8413,1.33
8414,1.33
8415,1.33
8416,1.33
8417,1.33
8418,1.33
8419,1.33
8420,1.33
8421,1.33
8422,1.33
8423,1.33
8424,1.33
8425,1.33
8426,1.33
8427,1.33
8428,1.33
8429,1.33
8430,1.33
8431,1.33
8432,1.33
8433,1.33
8434,1.33
